experiment_id`tdataset_name`tmeta_seed`tbudget_k`tconfig_path`toutput_root`tgroup_name
r19_r23c_jobs_seed1024_k20	jobs	1024	20	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed1024_k20.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed1024/k20	round19_round23_collection_repeat40
r19_r23c_jobs_seed1024_k21	jobs	1024	21	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed1024_k21.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed1024/k21	round19_round23_collection_repeat40
r19_r23c_jobs_seed1024_k22	jobs	1024	22	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed1024_k22.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed1024/k22	round19_round23_collection_repeat40
r19_r23c_jobs_seed1111_k18	jobs	1111	18	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed1111_k18.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed1111/k18	round19_round23_collection_repeat40
r19_r23c_jobs_seed1111_k19	jobs	1111	19	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed1111_k19.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed1111/k19	round19_round23_collection_repeat40
r19_r23c_jobs_seed1111_k20	jobs	1111	20	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed1111_k20.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed1111/k20	round19_round23_collection_repeat40
r19_r23c_jobs_seed1111_k21	jobs	1111	21	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed1111_k21.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed1111/k21	round19_round23_collection_repeat40
r19_r23c_jobs_seed1111_k22	jobs	1111	22	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed1111_k22.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed1111/k22	round19_round23_collection_repeat40
r19_r23c_jobs_seed1212_k18	jobs	1212	18	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed1212_k18.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed1212/k18	round19_round23_collection_repeat40
r19_r23c_jobs_seed1212_k19	jobs	1212	19	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed1212_k19.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed1212/k19	round19_round23_collection_repeat40
r19_r23c_jobs_seed1212_k20	jobs	1212	20	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed1212_k20.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed1212/k20	round19_round23_collection_repeat40
r19_r23c_jobs_seed1212_k21	jobs	1212	21	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed1212_k21.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed1212/k21	round19_round23_collection_repeat40
